day,local_time,assessment_number,mean_daily_temp, dew_ points, wind_km_h),ws,ws_sd,wd,wd_sd, cummulative_rain_since_9am,rain_mm,wet_hours,rh,location
51,16/08/2020 1:15,NA,7.6,6.6,5.6,1.56,NA,282,NA,6.2,0,NA,93,Tosari
51,16/08/2020 1:30,NA,7.3,6.4,4.8,1.33,NA,263,NA,6.4,0.2,22,93,Tosari
51,16/08/2020 1:45,NA,7.3,6.3,6.5,1.81,NA,253,NA,6.4,0,NA,93,Tosari
51,16/08/2020 2:00,NA,7.2,6.1,3.8,1.06,NA,244,NA,6.6,0.2,22,92,Tosari
51,16/08/2020 2:15,NA,7,5.9,3.7,1.03,NA,251,NA,6.6,0,NA,92,Tosari
51,16/08/2020 2:30,NA,7.1,5.9,7,1.94,NA,253,NA,6.6,0,NA,92,Tosari
51,16/08/2020 2:45,NA,7.9,5.8,9.9,2.75,NA,233,NA,6.6,0,NA,86,Tosari
51,16/08/2020 3:00,NA,8.5,5.9,9.5,2.64,0.953222604,233,125.3488466,6.8,0.2,22,84,Tosari
51,16/08/2020 3:15,NA,8.5,5.7,4,1.11,NA,241,NA,6.8,0,NA,83,Tosari
51,16/08/2020 3:30,NA,7.5,5.3,3.2,0.89,0.953222604,20,125.3488466,7,0.2,22,86,Tosari
51,16/08/2020 3:45,NA,6.8,4.9,3.8,1.06,NA,6,NA,7,0,NA,87,Tosari
51,16/08/2020 4:00,NA,7,5.4,5.8,1.61,NA,223,NA,7,0,NA,89,Tosari
51,16/08/2020 4:15,NA,8.2,6.1,8.7,2.42,NA,237,NA,7,0,NA,86,Tosari
51,16/08/2020 4:30,NA,8.4,6.2,9,2.5,NA,233,NA,7.2,0.2,22,86,Tosari
51,16/08/2020 4:45,NA,8.2,6.2,6.7,1.86,NA,234,NA,7.2,0,NA,87,Tosari
51,16/08/2020 5:00,NA,8.1,6.2,7.7,2.14,NA,222,NA,7.2,0,NA,87,Tosari
51,16/08/2020 5:15,NA,8,6,7.2,2,NA,206,NA,7.2,0,NA,87,Tosari
51,16/08/2020 5:30,NA,7.4,5.7,6.3,1.75,NA,157,NA,7.4,0.2,22,88,Tosari
51,16/08/2020 5:45,NA,7.3,5.6,7.1,1.97,NA,182,NA,7.4,0,NA,89,Tosari
51,16/08/2020 6:00,NA,6.8,5.2,4.3,1.19,NA,184,NA,7.4,0,NA,89,Tosari
51,16/08/2020 6:15,NA,6.4,4.8,5.3,1.47,NA,189,NA,7.4,0,NA,89,Tosari
51,16/08/2020 6:30,NA,6.1,4.6,5.4,1.5,NA,191,NA,7.6,0.2,22,89,Tosari
51,16/08/2020 6:45,NA,6.1,4.7,3.9,1.08,NA,207,NA,7.6,0,NA,91,Tosari
51,16/08/2020 7:00,NA,6.7,5.3,1.4,0.39,NA,281,NA,7.6,0,NA,90,Tosari
51,16/08/2020 7:15,NA,7.3,5.9,3.2,0.89,NA,330,NA,7.6,0,NA,91,Tosari
51,16/08/2020 7:30,NA,8.3,6.8,0.1,0.03,NA,313,NA,7.8,0.2,22,90,Tosari
51,16/08/2020 7:45,NA,9.4,7.3,2,0.56,NA,211,NA,7.8,0,NA,86,Tosari
51,16/08/2020 8:00,NA,9.6,7.2,4.7,1.31,NA,256,NA,7.8,0,NA,84,Tosari
51,16/08/2020 8:15,NA,9.5,7.3,5.4,1.5,NA,323,NA,7.8,0,NA,85,Tosari
51,16/08/2020 8:30,NA,9.7,7.4,4.5,1.25,NA,306,NA,8,0.2,22,86,Tosari
51,16/08/2020 8:45,NA,10.3,7.9,6.1,1.69,NA,310,NA,8,0,NA,84,Tosari
51,16/08/2020 9:00,NA,11,8.3,4.2,1.17,NA,321,NA,8,0,NA,83,Tosari
51,16/08/2020 9:15,NA,11.7,8.5,3.9,1.08,NA,302,NA,0.2,0,NA,81,Tosari
51,16/08/2020 9:30,NA,12.9,8.1,16.6,4.61,NA,222,NA,0.2,0,NA,72,Tosari
51,16/08/2020 9:45,NA,13.4,7.9,20.7,5.75,NA,219,NA,0.2,0,NA,69,Tosari
51,16/08/2020 10:00,NA,13.9,7.4,21,5.83,NA,216,NA,0.2,0,NA,64,Tosari
51,16/08/2020 10:15,NA,14.3,8.5,22,6.11,NA,220,NA,0.2,0,NA,68,Tosari
51,16/08/2020 10:30,NA,14.9,8,22.2,6.17,NA,225,NA,0.2,0,NA,63,Tosari
51,16/08/2020 10:45,NA,14.6,8,25.6,7.11,NA,217,NA,0.4,0.2,22,64,Tosari
51,16/08/2020 11:00,NA,15.1,7.2,26.7,7.42,NA,223,NA,0.4,0,NA,59,Tosari
51,16/08/2020 11:15,NA,15.4,6.7,25.3,7.03,NA,227,NA,0.4,0,NA,56,Tosari
51,16/08/2020 11:30,NA,15.8,7.5,24.6,6.83,NA,223,NA,0.4,0,NA,57,Tosari
51,16/08/2020 11:45,NA,15.5,6.2,24.3,6.75,NA,223,NA,0.4,0,NA,54,Tosari
51,16/08/2020 12:00,NA,15.9,7.6,25.6,7.11,NA,219,NA,0.4,0,NA,58,Tosari
51,16/08/2020 12:15,NA,16.5,7.3,26.5,7.36,NA,232,NA,0.6,0.2,22,54,Tosari
51,16/08/2020 12:30,NA,16.6,6.8,26.9,7.47,NA,221,NA,0.6,0,NA,52,Tosari
51,16/08/2020 12:45,NA,16.6,5,25.6,7.11,NA,222,NA,0.6,0,NA,46,Tosari
51,16/08/2020 13:00,NA,16.3,6.4,26.8,7.44,NA,220,NA,0.6,0,NA,51,Tosari
51,16/08/2020 13:15,NA,15.7,6.3,25.1,6.97,NA,228,NA,0.6,0,NA,53,Tosari
51,16/08/2020 13:30,NA,16.1,6.2,25.5,7.08,NA,224,NA,0.6,0,NA,51,Tosari
51,16/08/2020 13:45,NA,16.1,5.5,25.7,7.14,NA,229,NA,0.8,0.2,22,49,Tosari
51,16/08/2020 14:00,NA,16.3,5.4,24.7,6.86,NA,230,NA,0.8,0,NA,48,Tosari
51,16/08/2020 14:15,NA,16.7,5.7,28.3,7.86,NA,220,NA,0.8,0,NA,48,Tosari
51,16/08/2020 14:30,NA,15.9,4.7,26,7.22,NA,226,NA,1,0.2,22,47,Tosari
51,16/08/2020 14:45,NA,16.7,4.6,30.1,8.36,NA,232,NA,1,0,NA,44,Tosari
51,16/08/2020 15:00,NA,16.3,5.2,28.2,7.83,NA,221,NA,1,0,NA,47,Tosari
51,16/08/2020 15:15,NA,15.6,5.5,23.8,6.61,NA,225,NA,1.2,0.2,22,51,Tosari
51,16/08/2020 15:30,NA,15.4,5.7,23.4,6.5,NA,229,NA,1.2,0,NA,52,Tosari
51,16/08/2020 15:45,NA,15.5,4.7,23.5,6.53,NA,227,NA,1.2,0,NA,48,Tosari
51,16/08/2020 16:00,NA,16.1,5,25.6,7.11,NA,227,NA,1.2,0,NA,47,Tosari
51,16/08/2020 16:15,NA,15.4,4.1,25.7,7.14,NA,231,NA,1.4,0.2,22,46,Tosari
51,16/08/2020 16:30,NA,14.7,4.3,22.7,6.31,NA,236,NA,1.4,0,NA,49,Tosari
51,16/08/2020 16:45,NA,14.4,4.2,21.1,5.86,NA,236,NA,1.4,0,NA,50,Tosari
51,16/08/2020 17:00,NA,14.9,4.3,18.3,5.08,NA,226,NA,1.6,0.2,22,48,Tosari
51,16/08/2020 17:15,NA,14.6,5.3,16.2,4.5,NA,228,NA,1.6,0,NA,53,Tosari
51,16/08/2020 17:30,NA,14,5.6,13.2,3.67,NA,227,NA,1.6,0,NA,56,Tosari
51,16/08/2020 17:45,NA,13.2,5.5,12.1,3.36,NA,226,NA,1.6,0,NA,59,Tosari
51,16/08/2020 18:00,NA,12.6,5.5,11,3.06,NA,227,NA,1.8,0.2,22,62,Tosari
51,16/08/2020 18:15,NA,11.7,5.4,8.5,2.36,NA,235,NA,1.8,0,NA,65,Tosari
51,16/08/2020 18:30,NA,11.4,5,9.9,2.75,NA,230,NA,1.8,0,NA,64,Tosari
51,16/08/2020 18:45,NA,11.2,5.4,9.9,2.75,NA,223,NA,1.8,0,NA,67,Tosari
51,16/08/2020 19:00,NA,10.6,5.4,8.8,2.44,0.387674692,221,8.655441448,2,0.2,22,69,Tosari
51,16/08/2020 19:15,NA,10.2,5.4,7.3,2.03,NA,219,NA,2,0,NA,72,Tosari
51,16/08/2020 19:30,NA,9.5,5.4,6.2,1.72,NA,232,NA,2,0,NA,75,Tosari
51,16/08/2020 19:45,NA,8.9,5.3,5.6,1.56,0.387674692,237,8.655441448,2.2,0.2,22,78,Tosari
51,16/08/2020 20:00,NA,8.5,5.1,6.2,1.72,NA,242,NA,2.2,0,NA,78,Tosari
51,16/08/2020 20:15,NA,8.3,5,5.5,1.53,NA,238,NA,2.4,0.2,22,79,Tosari
51,16/08/2020 20:30,NA,8,4.8,4.9,1.36,NA,239,NA,2.4,0,NA,79,Tosari
51,16/08/2020 20:45,NA,7.9,4.8,5.8,1.61,NA,239,NA,2.4,0,NA,80,Tosari
51,16/08/2020 21:00,NA,7.9,4.8,6.8,1.89,0.082663978,233,5.5,2.6,0.2,22,80,Tosari
51,16/08/2020 21:15,NA,7.8,4.8,6.3,1.75,NA,233,NA,2.6,0,NA,81,Tosari
51,16/08/2020 21:30,NA,7.6,4.8,6.9,1.92,NA,223,NA,2.6,0,NA,82,Tosari
51,16/08/2020 21:45,NA,7.6,4.8,6.4,1.78,0.082663978,224,5.5,2.8,0.2,22,82,Tosari
51,16/08/2020 22:00,NA,7.4,4.7,5.1,1.42,NA,235,NA,2.8,0,NA,83,Tosari
51,16/08/2020 22:15,NA,7.2,4.5,3.3,0.92,NA,228,NA,3,0.2,22,83,Tosari
51,16/08/2020 22:30,NA,7,4.5,4.2,1.17,NA,233,NA,3,0,NA,83,Tosari
51,16/08/2020 22:45,NA,7,4.6,4.1,1.14,NA,238,NA,3,0,NA,84,Tosari
51,16/08/2020 23:00,NA,7,4.6,1.9,0.53,NA,237,NA,3.2,0.2,22,84,Tosari
51,16/08/2020 23:15,NA,6.7,4.2,3.4,0.94,NA,223,NA,3.2,0,NA,83,Tosari
51,16/08/2020 23:30,NA,6.4,4.3,5.4,1.5,NA,216,NA,3.2,0,NA,86,Tosari
51,16/08/2020 23:45,NA,6.5,4.5,6.1,1.69,NA,225,NA,3.2,0,NA,87,Tosari
52,17/08/2020 0:00,NA,6.7,4.7,8.3,2.31,NA,222,NA,3.4,0.2,11,87,Tosari
52,17/08/2020 0:15,NA,7.1,4.9,9.3,2.58,NA,224,NA,3.4,0,NA,86,Tosari
52,17/08/2020 0:30,NA,7.1,4.9,9.7,2.69,NA,220,NA,3.4,0,NA,85,Tosari
52,17/08/2020 0:45,NA,7.1,4.9,9.7,2.69,NA,227,NA,3.4,0,NA,85,Tosari
52,17/08/2020 1:00,NA,7.1,4.8,8.8,2.44,NA,225,NA,3.6,0.2,11,85,Tosari
52,17/08/2020 1:15,NA,6.8,4.7,8.4,2.33,NA,222,NA,3.6,0,NA,86,Tosari
52,17/08/2020 1:30,NA,6.8,4.5,7.8,2.17,NA,224,NA,3.6,0,NA,85,Tosari
52,17/08/2020 1:45,NA,6.3,4.5,8.2,2.28,NA,223,NA,3.6,0,NA,87,Tosari
52,17/08/2020 2:00,NA,6.7,4.7,8.8,2.44,NA,225,NA,3.8,0.2,11,86,Tosari
52,17/08/2020 2:15,NA,6.5,4.6,8,2.22,NA,231,NA,3.8,0,NA,87,Tosari
52,17/08/2020 2:30,NA,6.6,4.6,8,2.22,NA,237,NA,3.8,0,NA,87,Tosari
52,17/08/2020 2:45,NA,6.6,4.6,8.8,2.44,NA,241,NA,3.8,0,NA,87,Tosari
52,17/08/2020 3:00,NA,6.6,4.6,9.2,2.56,NA,244,NA,4,0.2,11,86,Tosari
52,17/08/2020 3:15,NA,7.1,4.5,9.3,2.58,NA,239,NA,4,0,NA,83,Tosari
52,17/08/2020 3:30,NA,6.8,4.4,7.7,2.14,NA,237,NA,4,0,NA,84,Tosari
52,17/08/2020 3:45,NA,7.1,4.5,11.4,3.17,NA,237,NA,4,0,NA,83,Tosari
52,17/08/2020 4:00,NA,7,4.5,11.2,3.11,NA,240,NA,4,0,NA,84,Tosari
52,17/08/2020 4:15,NA,6.7,4.5,9.4,2.61,NA,240,NA,4.2,0.2,11,85,Tosari
52,17/08/2020 4:30,NA,6.3,4.2,8.9,2.47,NA,243,NA,4.2,0,NA,86,Tosari
52,17/08/2020 4:45,NA,6.2,4.2,9.4,2.61,NA,245,NA,4.2,0,NA,86,Tosari
52,17/08/2020 5:00,NA,6.1,4.1,8.1,2.25,NA,239,NA,4.2,0,NA,87,Tosari
52,17/08/2020 5:15,NA,6.1,4.1,9.3,2.58,NA,237,NA,4.2,0,NA,87,Tosari
52,17/08/2020 5:30,NA,6.1,4,7.7,2.14,NA,220,NA,4.2,0,NA,86,Tosari
52,17/08/2020 5:45,NA,5.5,3.6,7,1.94,NA,195,NA,4.4,0.2,11,87,Tosari
52,17/08/2020 6:00,NA,5.1,3.4,6.3,1.75,NA,208,NA,4.4,0,NA,88,Tosari
52,17/08/2020 6:15,NA,4.6,2.9,4.8,1.33,NA,189,NA,4.4,0,NA,88,Tosari
52,17/08/2020 6:30,NA,4.3,2.7,6.2,1.72,NA,203,NA,4.4,0,NA,89,Tosari
52,17/08/2020 6:45,NA,4.1,2.7,6.3,1.75,NA,201,NA,4.4,0,NA,91,Tosari
52,17/08/2020 7:00,NA,4.9,3.7,6.1,1.69,NA,220,NA,4.4,0,NA,91,Tosari
52,17/08/2020 7:15,NA,6,4.7,4.1,1.14,NA,228,NA,4.6,0.2,11,91,Tosari
52,17/08/2020 7:30,NA,7,5.3,4.6,1.28,NA,235,NA,4.6,0,NA,88,Tosari
52,17/08/2020 7:45,NA,7.7,5.4,6,1.67,NA,240,NA,4.6,0,NA,85,Tosari
52,17/08/2020 8:00,NA,8.3,5.8,7.3,2.03,NA,227,NA,4.6,0,NA,84,Tosari
52,17/08/2020 8:15,NA,9.2,5.6,11.5,3.19,NA,228,NA,4.6,0,NA,78,Tosari
52,17/08/2020 8:30,NA,9.7,6,11,3.06,NA,228,NA,4.6,0,NA,77,Tosari
52,17/08/2020 8:45,NA,10.3,5.6,11.2,3.11,NA,227,NA,4.6,0,NA,72,Tosari
52,17/08/2020 9:00,NA,10.8,5.8,10.7,2.97,NA,215,NA,4.8,0.2,11,71,Tosari
52,17/08/2020 9:15,NA,11.4,5.7,11.1,3.08,NA,209,NA,0,0,NA,68,Tosari
52,17/08/2020 9:30,NA,12.2,5.9,13.7,3.81,NA,205,NA,0,0,NA,65,Tosari
52,17/08/2020 9:45,NA,12.7,6,12.6,3.5,NA,197,NA,0,0,NA,63,Tosari
52,17/08/2020 10:00,NA,12.9,5.5,13.9,3.86,NA,206,NA,0,0,NA,60,Tosari
52,17/08/2020 10:15,NA,13.5,4.4,17.2,4.78,NA,199,NA,0,0,NA,54,Tosari
52,17/08/2020 10:30,NA,14.1,3.9,17.1,4.75,NA,197,NA,0,0,NA,50,Tosari
52,17/08/2020 10:45,NA,14.2,4,15.1,4.19,NA,214,NA,0.2,0.2,11,50,Tosari
52,17/08/2020 11:00,NA,14.4,2.3,23,6.39,NA,224,NA,0.2,0,NA,43,Tosari
52,17/08/2020 11:15,NA,14.9,1.9,23.4,6.5,NA,221,NA,0.2,0,NA,41,Tosari
52,17/08/2020 11:30,NA,15.1,2.7,22.8,6.33,NA,222,NA,0.2,0,NA,43,Tosari
52,17/08/2020 11:45,NA,15.1,1.7,25,6.94,NA,228,NA,0.2,0,NA,40,Tosari
52,17/08/2020 12:00,NA,15.5,2.2,23.9,6.64,NA,228,NA,0.2,0,NA,40,Tosari
52,17/08/2020 12:15,NA,15.7,-0.5,25.2,7,NA,226,NA,0.2,0,NA,33,Tosari
52,17/08/2020 12:30,NA,15.9,-0.5,25.7,7.14,NA,225,NA,0.2,0,NA,32,Tosari
52,17/08/2020 12:45,NA,16,0.9,23.1,6.42,NA,219,NA,0.4,0.2,11,35,Tosari
52,17/08/2020 13:00,NA,16.1,-0.1,20.9,5.81,NA,232,NA,0.4,0,NA,33,Tosari
52,17/08/2020 13:15,NA,16.3,0.4,23.8,6.61,NA,231,NA,0.4,0,NA,33,Tosari
52,17/08/2020 13:30,NA,16.4,0.1,24,6.67,NA,223,NA,0.4,0,NA,33,Tosari
52,17/08/2020 13:45,NA,16.4,-0.4,25.3,7.03,NA,219,NA,0.4,0,NA,31,Tosari
52,17/08/2020 14:00,NA,16.5,0.3,22.9,6.36,NA,215,NA,0.4,0,NA,33,Tosari
52,17/08/2020 14:15,NA,16.7,-0.2,23.6,6.56,NA,215,NA,0.4,0,NA,31,Tosari
52,17/08/2020 14:30,NA,16.6,-0.8,24.7,6.86,NA,217,NA,0.4,0,NA,30,Tosari
52,17/08/2020 14:45,NA,16.6,0.1,22,6.11,NA,210,NA,0.4,0,NA,32,Tosari
52,17/08/2020 15:00,NA,16.7,1.1,22.6,6.28,NA,204,NA,0.4,0,NA,34,Tosari
52,17/08/2020 15:15,NA,16.6,0.3,22.1,6.14,NA,213,NA,0.4,0,NA,33,Tosari
52,17/08/2020 15:30,NA,16.6,0.4,20.6,5.72,NA,213,NA,0.4,0,NA,33,Tosari
52,17/08/2020 15:45,NA,16.4,0.4,21.1,5.86,NA,213,NA,0.4,0,NA,33,Tosari
52,17/08/2020 16:00,NA,16.4,0.4,20,5.56,NA,211,NA,0.4,0,NA,33,Tosari
52,17/08/2020 16:15,NA,16.2,1.1,20.1,5.58,NA,212,NA,0.4,0,NA,35,Tosari
52,17/08/2020 16:30,NA,16.1,0.3,19.5,5.42,NA,219,NA,0.4,0,NA,34,Tosari
52,17/08/2020 16:45,NA,15.8,1,16.7,4.64,NA,214,NA,0.4,0,NA,36,Tosari
52,17/08/2020 17:00,NA,15.5,0.4,16.2,4.5,NA,213,NA,0.4,0,NA,35,Tosari
52,17/08/2020 17:15,NA,15,0.9,14.8,4.11,NA,217,NA,0.4,0,NA,38,Tosari
52,17/08/2020 17:30,NA,14.3,1.5,10.1,2.81,NA,223,NA,0.4,0,NA,41,Tosari
52,17/08/2020 17:45,NA,13.2,2.3,7.1,1.97,NA,237,NA,0.4,0,NA,47,Tosari
52,17/08/2020 18:00,NA,12,2.4,6.2,1.72,NA,236,NA,0.4,0,NA,51,Tosari
52,17/08/2020 18:15,NA,11.1,2.1,5.1,1.42,NA,246,NA,0.4,0,NA,53,Tosari
52,17/08/2020 18:30,NA,10.5,1.9,5.6,1.56,NA,243,NA,0.4,0,NA,55,Tosari
52,17/08/2020 18:45,NA,10.1,2,7.4,2.06,NA,238,NA,0.4,0,NA,57,Tosari
52,17/08/2020 19:00,NA,9.5,1.8,6.7,1.86,NA,230,NA,0.4,0,NA,58,Tosari
52,17/08/2020 19:15,NA,8.8,1.7,6.9,1.92,NA,222,NA,0.4,0,NA,60,Tosari
52,17/08/2020 19:30,NA,8.9,1.7,6.8,1.89,NA,222,NA,0.4,0,NA,60,Tosari
52,17/08/2020 19:45,NA,8.5,1.5,3.8,1.06,NA,213,NA,0.4,0,NA,61,Tosari
52,17/08/2020 20:00,NA,7.9,1.8,5,1.39,NA,202,NA,0.4,0,NA,65,Tosari
52,17/08/2020 20:15,NA,7.5,1.9,2.8,0.78,NA,200,NA,0.4,0,NA,67,Tosari
52,17/08/2020 20:30,NA,7.9,2,3.9,1.08,NA,158,NA,0.4,0,NA,66,Tosari
52,17/08/2020 20:45,NA,8.6,2,4.2,1.17,NA,149,NA,0.4,0,NA,63,Tosari
52,17/08/2020 21:00,NA,8.9,1.8,3.3,0.92,NA,151,NA,0.4,0,NA,61,Tosari
52,17/08/2020 21:15,NA,9,2.1,3.9,1.08,NA,176,NA,0.4,0,NA,61,Tosari
52,17/08/2020 21:30,NA,8.1,2.2,2.8,0.78,NA,208,NA,0.4,0,NA,66,Tosari
52,17/08/2020 21:45,NA,6.9,2.1,4.3,1.19,NA,245,NA,0.4,0,NA,71,Tosari
52,17/08/2020 22:00,NA,6.3,2,4.6,1.28,NA,256,NA,0.4,0,NA,74,Tosari
52,17/08/2020 22:15,NA,5.8,1.7,5.3,1.47,NA,236,NA,0.4,0,NA,75,Tosari
52,17/08/2020 22:30,NA,5.3,1.3,4.3,1.19,NA,223,NA,0.4,0,NA,75,Tosari
52,17/08/2020 22:45,NA,5.3,1.4,4.8,1.33,NA,234,NA,0.4,0,NA,75,Tosari
52,17/08/2020 23:00,NA,5.9,1.8,5.2,1.44,NA,232,NA,0.4,0,NA,74,Tosari
52,17/08/2020 23:15,NA,6.4,2,4.5,1.25,NA,235,NA,0.4,0,NA,73,Tosari
52,17/08/2020 23:30,NA,6.7,2.2,1.6,0.44,NA,239,NA,0.4,0,NA,73,Tosari
52,17/08/2020 23:45,NA,6.3,2.5,0,0,NA,0,NA,0.4,0,NA,76,Tosari
53,18/08/2020 0:00,NA,5.8,2.9,4.3,1.19,NA,46,NA,0.4,0,NA,81,Tosari
53,18/08/2020 0:15,NA,4.9,2.6,5.1,1.42,NA,54,NA,0.4,0,NA,85,Tosari
53,18/08/2020 0:30,NA,5,2.6,2.3,0.64,NA,51,NA,0.4,0,NA,84,Tosari
53,18/08/2020 0:45,NA,4.7,2.8,1.1,0.31,NA,51,NA,0.4,0,NA,87,Tosari
53,18/08/2020 1:00,NA,4.9,3,2.5,0.69,NA,51,NA,0.4,0,NA,87,Tosari
53,18/08/2020 1:15,NA,4.9,3.2,4,1.11,NA,49,NA,0.4,0,NA,88,Tosari
53,18/08/2020 1:30,NA,4.5,2.6,5.6,1.56,NA,44,NA,0.4,0,NA,87,Tosari
53,18/08/2020 1:45,NA,4.2,2.3,5.1,1.42,NA,53,NA,0.4,0,NA,87,Tosari
53,18/08/2020 2:00,NA,4.1,2.4,4.3,1.19,NA,54,NA,0.4,0,NA,89,Tosari
53,18/08/2020 2:15,NA,4.1,2.2,1.7,0.47,NA,41,NA,0.4,0,NA,87,Tosari
53,18/08/2020 2:30,NA,3.2,1.1,1.1,0.31,NA,187,NA,0.4,0,NA,86,Tosari
53,18/08/2020 2:45,NA,2.3,0.6,3.9,1.08,NA,160,NA,0.4,0,NA,88,Tosari
53,18/08/2020 3:00,NA,2.7,1,4.5,1.25,NA,138,NA,0.4,0,NA,88,Tosari
53,18/08/2020 3:15,NA,2.7,1.2,2.4,0.67,NA,110,NA,0.4,0,NA,90,Tosari
53,18/08/2020 3:30,NA,3,1.6,0.3,0.08,NA,106,NA,0.4,0,NA,90,Tosari
53,18/08/2020 3:45,NA,3.3,2,1.8,0.5,NA,107,NA,0.4,0,NA,90,Tosari
53,18/08/2020 4:00,NA,3.2,1.8,5.1,1.42,NA,123,NA,0.4,0,NA,90,Tosari
53,18/08/2020 4:15,NA,2.8,1.5,5.3,1.47,NA,123,NA,0.4,0,NA,91,Tosari
53,18/08/2020 4:30,NA,2.7,1.3,3.9,1.08,NA,134,NA,0.4,0,NA,90,Tosari
53,18/08/2020 4:45,NA,2.3,0.8,3.2,0.89,NA,156,NA,0.4,0,NA,90,Tosari
53,18/08/2020 5:00,NA,2,0.8,4.7,1.31,NA,146,NA,0.4,0,NA,91,Tosari
53,18/08/2020 5:15,NA,2.4,1.2,3.5,0.97,NA,137,NA,0.4,0,NA,91,Tosari
53,18/08/2020 5:30,NA,2.6,1.3,1.7,0.47,NA,101,NA,0.4,0,NA,91,Tosari
53,18/08/2020 5:45,NA,2.4,1.1,0,0,NA,0,NA,0.4,0,NA,91,Tosari
53,18/08/2020 6:00,NA,2.1,0.7,2.5,0.69,NA,184,NA,0.4,0,NA,90,Tosari
53,18/08/2020 6:15,NA,1.3,0,2.8,0.78,NA,201,NA,0.4,0,NA,91,Tosari
53,18/08/2020 6:30,NA,1,-0.4,1.1,0.31,NA,199,NA,0.4,0,NA,90,Tosari
53,18/08/2020 6:45,NA,1.5,0.5,1.4,0.39,NA,134,NA,0.4,0,NA,93,Tosari
53,18/08/2020 7:00,NA,3.3,2.4,1.6,0.44,NA,109,NA,0.4,0,NA,93,Tosari
53,18/08/2020 7:15,NA,5.2,4,0,0,NA,0,NA,0.4,0,NA,92,Tosari
53,18/08/2020 7:30,NA,6.6,5.3,0,0,NA,0,NA,0.4,0,NA,92,Tosari
53,18/08/2020 7:45,NA,7.7,5.4,0.9,0.25,NA,96,NA,0.4,0,NA,85,Tosari
53,18/08/2020 8:00,NA,7.9,4.3,4.1,1.14,NA,70,NA,0.4,0,NA,78,Tosari
53,18/08/2020 8:15,NA,8.6,4.6,3.4,0.94,NA,60,NA,0.4,0,NA,76,Tosari
53,18/08/2020 8:30,NA,9.3,5.3,5.9,1.64,NA,43,NA,0.4,0,NA,76,Tosari
53,18/08/2020 8:45,NA,9.8,5.3,7.7,2.14,NA,33,NA,0.4,0,NA,73,Tosari
53,18/08/2020 9:00,NA,10.8,4.8,4.8,1.33,NA,25,NA,0.4,0,NA,66,Tosari
53,18/08/2020 9:15,NA,11.6,6.2,6.9,1.92,NA,27,NA,0,0,NA,69,Tosari
53,18/08/2020 9:30,NA,12.2,5.6,4.6,1.28,NA,339,NA,0,0,NA,63,Tosari
53,18/08/2020 9:45,NA,13,5.7,4.5,1.25,NA,327,NA,0,0,NA,61,Tosari
53,18/08/2020 10:00,NA,13.6,5.2,5.6,1.56,NA,309,NA,0,0,NA,57,Tosari
53,18/08/2020 10:15,NA,14.3,3.8,3.8,1.06,NA,343,NA,0,0,NA,49,Tosari
53,18/08/2020 10:30,NA,15.2,5.3,5.3,1.47,NA,326,NA,0,0,NA,51,Tosari
53,18/08/2020 10:45,NA,15.6,4.8,7.4,2.06,NA,317,NA,0,0,NA,48,Tosari
53,18/08/2020 11:00,NA,16,3.7,8.5,2.36,NA,318,NA,0,0,NA,43,Tosari
53,18/08/2020 11:15,NA,16.6,5,7.3,2.03,NA,318,NA,0,0,NA,46,Tosari
53,18/08/2020 11:30,NA,17.2,4.5,10.2,2.83,NA,316,NA,0,0,NA,43,Tosari
53,18/08/2020 11:45,NA,17.5,4.3,9.8,2.72,NA,302,NA,0,0,NA,41,Tosari
53,18/08/2020 12:00,NA,17.9,3.9,8.2,2.28,NA,296,NA,0,0,NA,39,Tosari
53,18/08/2020 12:15,NA,17.9,3.9,10.2,2.83,NA,293,NA,0,0,NA,39,Tosari
53,18/08/2020 12:30,NA,18.6,3.7,12.1,3.36,NA,292,NA,0,0,NA,37,Tosari
53,18/08/2020 12:45,NA,18.1,5.1,10.4,2.89,NA,304,NA,0,0,NA,42,Tosari
53,18/08/2020 13:00,NA,17.9,4,11.2,3.11,NA,314,NA,0,0,NA,39,Tosari
53,18/08/2020 13:15,NA,17.9,5.1,8.6,2.39,NA,302,NA,0,0,NA,43,Tosari
53,18/08/2020 13:30,NA,17.8,4.2,7,1.94,NA,306,NA,0,0,NA,40,Tosari
53,18/08/2020 13:45,NA,17.6,4.5,7.1,1.97,NA,311,NA,0,0,NA,41,Tosari
53,18/08/2020 14:00,NA,18,5.2,8.3,2.31,NA,315,NA,0,0,NA,43,Tosari
53,18/08/2020 14:15,NA,18.5,4.2,8.1,2.25,NA,309,NA,0,0,NA,38,Tosari
53,18/08/2020 14:30,NA,18.8,4.4,5.7,1.58,NA,308,NA,0,0,NA,38,Tosari
53,18/08/2020 14:45,NA,19.2,4.6,4.3,1.19,NA,313,NA,0,0,NA,38,Tosari
53,18/08/2020 15:00,NA,19.9,4.7,6.1,1.69,NA,328,NA,0,0,NA,36,Tosari
53,18/08/2020 15:15,NA,20.1,3.9,6.5,1.81,NA,330,NA,0,0,NA,34,Tosari
53,18/08/2020 15:30,NA,20.4,5.6,6.2,1.72,NA,347,NA,0,0,NA,37,Tosari
53,18/08/2020 15:45,NA,20.9,6.7,3.7,1.03,NA,19,NA,0,0,NA,39,Tosari
